ID_Livraison,Date_Livraison,ID_Entreprise,ID_Route,ID_Vehicule,ID_Client,Distance_km,Duree_heures,Carburant_litres,Poids_Tonnes,NbColis,Cout_Carburant_FCFA,Cout_Peage_FCFA,Cout_Chauffeur_FCFA,Cout_Maintenance_FCFA,Cout_Assurance_FCFA,Cout_Total_FCFA,Prix_Facture_FCFA,Marge_FCFA,Taux_Marge_Pourcent,Statut_Livraison,Satisfaction_Client
L05154,2022-01-22,E001,R010,V001,C0058,340,7.42,122.22,13.88,20,91665,10632,17671,5107,11764,136839,411810,274971,66.77,Livrée,5
L05155,2022-01-22,E005,R014,V001,C0096,165,2.84,63.82,17.92,30,47865,4114,5874,2496,11016,71365,249385,178020,71.38,Livrée,5
L05156,2022-01-22,E001,R010,V006,C0021,340,6.64,134.69,12.87,58,101018,11890,18121,6175,10934,148138,500282,352144,70.39,Livrée,5
L05157,2022-01-22,E002,R010,V007,C0260,340,6.94,99.69,9.2,30,74768,11047,20917,9080,9854,125666,432623,306957,70.95,Livrée,4
L05158,2022-01-22,E006,R010,V002,C0073,340,7.47,93.1,10.19,151,69825,9030,21005,6848,6810,113518,478898,365380,76.3,Livrée,5
L05159,2022-01-23,E004,R001,V006,C0248,420,6.99,156.03,12.39,151,117022,13664,17611,11125,7140,166562,663486,496924,74.9,Livrée,4
L05160,2022-01-23,E006,R005,V008,C0127,185,3.76,40.68,4.59,54,30510,5005,9374,5133,9117,59139,125924,66785,53.04,Livrée,5
L05161,2022-01-23,E001,R014,V001,C0499,165,2.61,65.91,15.6,180,49432,3398,7073,3380,6115,69398,249806,180408,72.22,Livrée,5
L05162,2022-01-23,E005,R002,V003,C0046,340,6.89,161.42,18.97,165,121065,9154,23937,6606,5513,166275,691337,525062,75.95,Livrée,4
L05163,2022-01-23,E002,R013,V002,C0470,420,6.91,128.47,10.43,56,96352,10053,19596,11892,6432,144325,553036,408711,73.9,Livrée,5
L05164,2022-01-23,E002,R011,V003,C0268,275,6.0,121.13,16.54,119,90848,7156,12330,6086,6041,122461,662965,540504,81.53,Livrée,5
L05165,2022-01-24,E006,R009,V008,C0128,120,2.92,21.76,3.46,155,16320,3557,6989,3164,7319,37349,59310,21961,37.03,Livrée,5
L05166,2022-01-24,E005,R007,V006,C0030,620,15.01,248.68,13.0,81,186510,21208,36312,12876,8003,264909,913288,648379,70.99,Livrée,5
L05167,2022-01-24,E005,R010,V001,C0094,340,7.39,132.29,12.23,65,99218,10932,21726,10041,5011,146928,434437,287509,66.18,Livrée,5
L05168,2022-01-24,E001,R008,V002,C0224,235,4.21,69.32,8.78,108,51990,7680,12309,4869,9863,86711,213470,126759,59.38,Livrée,5
L05169,2022-01-24,E006,R006,V008,C0316,195,3.85,36.08,3.74,114,27060,4481,13365,3743,8627,57276,60760,3484,5.73,Livrée,4
L05170,2022-01-24,E006,R009,V006,C0100,120,2.97,40.87,11.81,59,30652,3397,9521,2024,10527,56121,207183,151062,72.91,Livrée,5
L05171,2022-01-24,E003,R006,V004,C0071,195,4.06,32.28,2.54,33,24210,6680,9422,3708,7641,51661,61465,9804,15.95,Livrée,5
L05172,2022-01-25,E006,R007,V006,C0081,620,16.04,229.57,12.96,102,172178,20218,52661,18415,5471,268943,774326,505383,65.27,Livrée,5
L05173,2022-01-25,E002,R007,V007,C0449,620,15.64,170.14,10.19,112,127605,18744,47819,17414,7863,219445,864648,645203,74.62,Livrée,5
L05174,2022-01-25,E001,R009,V005,C0398,120,1.73,15.81,1.42,93,11858,2675,3481,3473,8392,29879,20679,-9200,-44.49,Livrée,5
L05175,2022-01-25,E005,R011,V004,C0367,275,5.2,52.73,2.04,125,39548,7607,16849,4311,8813,77128,74742,-2386,-3.19,Livrée,5
L05176,2022-01-25,E006,R008,V003,C0300,235,4.05,107.46,19.01,156,80595,6815,8833,6968,11386,114597,363633,249036,68.49,Livrée,4
L05177,2022-01-25,E001,R013,V004,C0108,420,6.66,68.85,2.59,137,51637,12279,13662,7454,5560,90592,100982,10390,10.29,Livrée,5
L05178,2022-01-25,E006,R001,V006,C0102,420,6.9,142.87,15.54,19,107152,9446,16129,11374,11648,155749,809137,653388,80.75,Livrée,5
L05179,2022-01-26,E005,R004,V008,C0410,275,5.44,55.39,4.15,94,41542,6782,15109,4665,8113,76211,108111,31900,29.51,Livrée,5
L05180,2022-01-26,E004,R007,V004,C0091,620,15.64,110.42,2.51,177,82815,15095,45402,11047,10385,164744,226773,62029,27.35,Livrée,5
L05181,2022-01-26,E005,R011,V005,C0365,275,5.76,31.93,1.17,5,23948,7259,14781,5983,8490,60461,31515,-28946,-91.85,Livrée,4
L05182,2022-01-26,E005,R008,V007,C0016,235,4.67,73.7,7.72,161,55275,8136,9881,5163,11296,89751,216474,126723,58.54,Livrée,5
L05183,2022-01-26,E005,R007,V006,C0110,620,15.63,210.02,15.93,90,157515,13885,51446,13088,9343,245277,1449538,1204261,83.08,Livrée,5
L05184,2022-01-26,E006,R012,V005,C0263,35,1.58,3.78,1.16,185,2835,0,3182,560,11605,18182,3609,-14573,-403.8,Livrée,5
L05185,2022-01-26,E003,R003,V004,C0160,165,2.51,33.11,2.82,70,24832,4341,7921,3753,8701,49548,68129,18581,27.27,Livrée,5
L05186,2022-01-27,E005,R015,V005,C0253,45,1.31,5.72,0.82,25,4290,0,4577,1249,6992,17108,3886,-13222,-340.25,Livrée,5
L05187,2022-01-27,E002,R004,V004,C0089,275,6.29,56.8,1.89,27,42600,7186,17728,6603,8910,83027,73915,-9112,-12.33,Livrée,5
L05188,2022-01-27,E002,R012,V002,C0095,35,1.31,9.03,7.16,139,6772,0,3436,655,9626,20489,26853,6364,23.7,Livrée,4
L05189,2022-01-27,E001,R007,V004,C0272,620,15.52,107.6,2.3,112,80700,20307,46996,13056,8490,169549,127925,-41624,-32.54,Livrée,5
L05190,2022-01-27,E003,R008,V001,C0247,235,3.99,85.78,15.15,161,64335,5268,8450,5457,5493,89003,531138,442135,83.24,Livrée,4
L05191,2022-01-27,E001,R007,V005,C0361,620,15.03,77.35,0.87,77,58012,13932,35587,16131,6770,130432,46296,-84136,-181.73,Livrée,5
L05192,2022-01-27,E002,R006,V008,C0378,195,3.74,43.59,2.86,145,32693,4764,9016,3294,5113,54880,82478,27598,33.46,Livrée,4
L05193,2022-01-28,E002,R009,V007,C0206,120,2.68,33.9,11.39,114,25425,3716,8377,2265,11445,51228,139635,88407,63.31,Livrée,5
L05194,2022-01-28,E004,R009,V005,C0345,120,1.51,14.07,0.85,189,10552,2488,4434,2887,9137,29498,11974,-17524,-146.35,Livrée,5
L05195,2022-01-28,E005,R011,V003,C0318,275,5.79,131.05,14.66,90,98288,7983,15793,7287,6760,136111,326947,190836,58.37,Livrée,5
L05196,2022-01-28,E002,R013,V007,C0286,420,7.37,126.16,7.25,74,94620,10715,18535,6308,11168,141346,247917,106571,42.99,Livrée,5
L05197,2022-01-28,E006,R007,V007,C0248,620,15.03,173.11,8.55,167,129833,20577,38530,15711,9297,213948,439054,225106,51.27,Livrée,4
L05198,2022-01-28,E006,R008,V003,C0455,235,4.71,89.25,22.98,150,66938,4999,10875,5617,5647,94076,737312,643236,87.24,Livrée,5
L05199,2022-01-28,E001,R006,V001,C0396,195,3.73,76.95,9.5,185,57712,5798,9797,5504,11047,89858,195327,105469,54.0,Livrée,5
L05200,2022-01-29,E001,R001,V005,C0067,420,7.82,52.15,1.35,45,39112,14106,24799,11957,11638,101612,48143,-53469,-111.06,Livrée,5
L05201,2022-01-29,E005,R001,V007,C0475,420,7.79,138.47,8.77,76,103852,9164,18336,10239,10077,151668,373577,221909,59.4,Livrée,4
L05202,2022-01-29,E005,R006,V005,C0046,195,3.83,22.97,1.41,65,17228,5246,10246,5390,8058,46168,35330,-10838,-30.68,Livrée,5
L05203,2022-01-29,E004,R002,V007,C0467,340,6.85,95.09,10.66,163,71318,9882,20467,6414,7355,115436,336579,221143,65.7,Livrée,5
L05204,2022-01-29,E003,R014,V003,C0043,165,3.0,65.85,22.37,190,49387,5107,10144,2636,8645,75919,313923,238004,75.82,Livrée,5
L05205,2022-01-29,E001,R008,V003,C0229,235,4.23,108.17,16.41,113,81128,6622,9158,5607,5825,108340,576135,467795,81.2,Livrée,5
L05206,2022-01-30,E005,R001,V004,C0439,420,7.81,72.31,2.77,135,54232,10819,23200,8887,10107,107245,127297,20052,15.75,Livrée,4
L05207,2022-01-30,E001,R013,V006,C0301,420,6.61,153.62,17.67,194,115215,10302,16158,7728,6902,156305,890306,734001,82.44,Livrée,5
L05208,2022-01-30,E005,R002,V005,C0444,340,7.51,38.46,0.85,198,28845,7527,19797,6872,5676,68717,37986,-30731,-80.9,Livrée,5
L05209,2022-01-30,E002,R008,V005,C0234,235,4.06,29.81,1.13,188,22358,7465,13884,3957,6341,54005,29656,-24349,-82.1,Livrée,5
L05210,2022-01-30,E001,R012,V007,C0199,35,1.3,10.67,7.15,71,8002,0,3345,810,9863,22020,24408,2388,9.78,Livrée,5
L05211,2022-01-30,E002,R006,V004,C0497,195,3.48,34.71,2.32,100,26032,5474,8677,5432,6186,51801,42594,-9207,-21.62,Livrée,4
L05212,2022-01-30,E001,R012,V008,C0336,35,0.86,7.82,3.45,126,5865,0,2067,846,10343,19121,16956,-2165,-12.77,Livrée,5
L05213,2022-01-31,E003,R010,V005,C0032,340,7.54,39.08,1.14,189,29310,9636,20034,8491,9676,77147,35765,-41382,-115.71,Livrée,5
L05214,2022-01-31,E004,R002,V007,C0264,340,7.29,95.49,6.26,131,71618,7283,23084,6384,7732,116101,272694,156593,57.42,Livrée,4
L05215,2022-01-31,E006,R002,V001,C0113,340,7.36,116.68,16.5,33,87510,8711,18934,5761,11631,132547,820476,687929,83.85,Livrée,4
L05216,2022-01-31,E006,R011,V003,C0461,275,5.43,113.64,22.37,36,85230,7438,12686,6045,5064,116463,707816,591353,83.55,Livrée,4
L05217,2022-01-31,E006,R014,V003,C0318,165,3.41,72.86,21.99,84,54645,4380,9101,2690,5454,76270,303987,227717,74.91,Livrée,5
L05218,2022-01-31,E002,R007,V006,C0459,620,15.34,223.8,10.09,9,167850,17733,44400,14053,7549,251585,701697,450112,64.15,Livrée,4
L05219,2022-01-31,E005,R005,V003,C0276,185,3.54,81.3,19.64,156,60975,4828,8830,3274,5421,83328,508834,425506,83.62,Livrée,4
L05220,2022-02-01,E006,R005,V002,C0146,185,4.06,59.07,7.67,11,44302,5343,9485,3070,11957,74157,152357,78200,51.33,Livrée,4
L05221,2022-02-01,E003,R008,V001,C0357,235,4.13,80.07,15.11,12,60052,7444,11381,3828,11214,93919,286319,192400,67.2,Livrée,4
L05222,2022-02-01,E006,R012,V001,C0006,35,0.81,12.05,14.78,79,9038,0,1923,791,5581,17333,72469,55136,76.08,Livrée,5
L05223,2022-02-01,E001,R012,V004,C0340,35,0.33,6.42,1.83,8,4815,0,986,900,10714,17415,7816,-9599,-122.81,Livrée,4
L05224,2022-02-01,E002,R007,V002,C0480,620,15.23,198.28,10.37,6,148710,14534,36179,10735,5303,215461,723080,507619,70.2,Livrée,5
L05225,2022-02-01,E001,R012,V005,C0494,35,1.49,4.65,1.29,139,3488,0,3863,766,11077,19194,5308,-13886,-261.61,Livrée,5
L05226,2022-02-01,E001,R014,V006,C0108,165,3.04,61.47,14.45,140,46102,5440,7077,3085,6477,68181,230545,162364,70.43,Livrée,5
L05227,2022-02-02,E001,R009,V001,C0413,120,1.98,40.21,11.26,73,30158,3987,5652,3067,11477,54341,149188,94847,63.58,Livrée,4
L05228,2022-02-02,E004,R004,V002,C0260,275,5.13,73.9,6.59,42,55425,6288,17596,6713,10014,96036,247720,151684,61.23,Livrée,5
L05229,2022-02-02,E004,R010,V002,C0071,340,7.15,96.99,9.34,174,72742,7584,20659,5986,10680,117651,348448,230797,66.24,Livrée,4
L05230,2022-02-02,E005,R004,V007,C0427,275,5.82,83.18,10.86,162,62385,7783,15929,7449,8396,101942,383678,281736,73.43,Livrée,5
L05231,2022-02-02,E002,R002,V001,C0340,340,7.53,114.29,10.16,191,85718,7172,22797,6638,9442,131767,400911,269144,67.13,Livrée,5
L05232,2022-02-02,E003,R003,V008,C0162,165,3.43,36.84,2.64,20,27630,4442,7508,4718,11868,56166,52094,-4072,-7.82,Livrée,5
L05233,2022-02-02,E003,R001,V007,C0100,420,6.98,111.15,7.13,110,83362,12056,15546,8450,9077,128491,389389,260898,67.0,Livrée,5
L05234,2022-02-03,E003,R001,V004,C0327,420,7.26,69.88,2.61,118,52410,12850,17906,7448,6977,97591,100714,3123,3.1,Livrée,5
L05235,2022-02-03,E001,R007,V002,C0033,620,15.4,164.34,8.17,85,123255,13521,53486,15575,10509,216346,755162,538816,71.35,Livrée,5
L05236,2022-02-03,E004,R014,V003,C0143,165,2.54,67.27,16.49,172,50452,4942,6257,4642,5341,71634,336015,264381,78.68,Livrée,5
L05237,2022-02-03,E002,R014,V002,C0244,165,2.8,51.84,10.65,141,38880,5155,7214,3008,5744,60001,215288,155287,72.13,Livrée,4
L05238,2022-02-03,E001,R005,V005,C0224,185,3.73,22.31,0.98,35,16732,4190,11454,3460,10478,46314,17736,-28578,-161.13,Livrée,5
L05239,2022-02-03,E004,R003,V001,C0214,165,2.64,55.23,14.31,175,41422,4270,8718,2649,7074,64133,235853,171720,72.81,Livrée,4
L05240,2022-02-03,E004,R007,V008,C0120,620,15.56,138.0,3.3,52,103500,16634,44403,14516,5835,184888,261502,76614,29.3,Livrée,5
L05241,2022-02-04,E006,R014,V005,C0168,165,2.39,20.33,1.32,59,15247,4267,4908,4756,11581,40759,19291,-21468,-111.29,Livrée,5
L05242,2022-02-04,E006,R002,V004,C0349,340,6.6,64.89,2.69,15,48668,10627,18420,6732,8588,93035,101582,8547,8.41,Livrée,5
L05243,2022-02-04,E002,R003,V006,C0217,165,2.92,58.61,17.69,192,43958,5448,7984,3530,6707,67627,308443,240816,78.07,Livrée,5
L05244,2022-02-04,E002,R001,V003,C0389,420,7.67,162.72,21.73,144,122040,8534,21254,6778,11242,169848,750186,580338,77.36,Livrée,5
L05245,2022-02-04,E002,R008,V001,C0462,235,4.81,86.62,10.19,174,64965,5252,13665,3943,6020,93845,283042,189197,66.84,Livrée,5
L05246,2022-02-04,E001,R002,V002,C0434,340,7.01,97.88,7.4,189,73410,8516,19113,5614,11454,118107,288086,169979,59.0,Livrée,5
L05247,2022-02-04,E005,R015,V003,C0355,45,1.52,17.06,23.15,81,12795,0,3465,914,7073,24247,154229,129982,84.28,Livrée,4
L05248,2022-02-05,E002,R007,V002,C0322,620,15.59,164.49,10.17,76,123368,12869,46530,18338,5828,206933,942925,735992,78.05,Livrée,5
L05249,2022-02-05,E006,R011,V004,C0217,275,6.15,53.64,2.68,27,40230,8649,13064,7464,6830,76237,87754,11517,13.12,Livrée,5
L05250,2022-02-05,E005,R009,V006,C0054,120,2.78,43.58,17.54,51,32685,2980,5798,2751,6400,50614,254839,204225,80.14,Livrée,5
L05251,2022-02-05,E001,R006,V008,C0208,195,4.68,36.89,3.93,127,27668,6290,10817,3039,11607,59421,75526,16105,21.32,Livrée,4
L05252,2022-02-05,E005,R002,V008,C0430,340,7.08,66.6,4.29,49,49950,8416,23604,9637,6922,98529,199182,100653,50.53,Livrée,4
L05253,2022-02-05,E003,R002,V001,C0080,340,7.13,110.6,17.74,178,82950,9940,16318,6090,8131,123429,831479,708050,85.16,Livrée,5
L05254,2022-02-06,E005,R009,V004,C0395,120,2.06,24.21,2.21,38,18158,2546,7198,2795,8783,39480,33845,-5635,-16.65,Livrée,5
L05255,2022-02-06,E002,R010,V004,C0380,340,6.54,63.27,2.18,32,47452,9800,17426,5161,8442,88281,89263,982,1.1,Livrée,5
L05256,2022-02-06,E001,R008,V006,C0433,235,4.34,88.97,11.31,163,66728,5138,10085,3558,11873,97382,357976,260594,72.8,Livrée,5
L05257,2022-02-06,E002,R014,V004,C0483,165,3.13,28.11,2.95,178,21082,3563,7912,4518,8948,46023,58039,12016,20.7,Livrée,4
L05258,2022-02-06,E006,R014,V004,C0151,165,2.59,26.91,2.39,117,20182,3425,7442,4684,8950,44683,50073,5390,10.76,Livrée,5
L05259,2022-02-06,E003,R014,V002,C0055,165,2.83,41.85,7.8,130,31388,4908,8957,3739,7636,56628,132757,76129,57.34,Livrée,4
L05260,2022-02-06,E006,R009,V007,C0005,120,2.0,31.91,8.31,127,23932,3973,4821,3579,10881,47186,99149,51963,52.41,Livrée,5
L05261,2022-02-07,E002,R004,V005,C0448,275,5.64,37.7,0.79,124,28275,7964,17601,4683,10066,68589,30132,-38457,-127.63,Livrée,5
L05262,2022-02-07,E002,R004,V002,C0035,275,5.67,85.49,6.82,169,64117,8447,16489,6987,10839,106879,255933,149054,58.24,Livrée,5
L05263,2022-02-07,E002,R015,V008,C0349,45,1.65,9.94,2.85,164,7455,0,5747,1108,5221,19531,15997,-3534,-22.09,Livrée,5
L05264,2022-02-07,E004,R015,V006,C0495,45,0.64,15.14,10.31,31,11355,0,2121,1271,10896,25643,41517,15874,38.23,Livrée,5
L05265,2022-02-07,E003,R002,V003,C0119,340,7.77,159.05,20.53,127,119288,7153,17215,6438,10425,160519,1004127,843608,84.01,Livrée,5
L05266,2022-02-07,E002,R014,V006,C0197,165,2.53,54.35,14.59,61,40762,4830,5856,3670,9798,64916,262383,197467,75.26,Livrée,4
L05267,2022-02-07,E002,R010,V006,C0054,340,6.93,112.05,10.12,190,84038,9959,15915,6827,7294,124033,407028,282995,69.53,Livrée,5
L05268,2022-02-08,E006,R001,V006,C0259,420,7.18,149.12,16.45,48,111840,11377,21572,7557,8765,161111,802046,640935,79.91,Livrée,4
L05269,2022-02-08,E006,R010,V006,C0262,340,7.19,133.08,9.55,29,99810,9481,25020,5963,10037,150311,423821,273510,64.53,Livrée,5
L05270,2022-02-08,E002,R013,V004,C0343,420,7.0,70.27,2.85,184,52702,14008,18766,9088,10767,105331,174410,69079,39.61,Livrée,5
L05271,2022-02-08,E001,R004,V006,C0366,275,5.81,103.85,13.13,61,77888,8079,12143,7817,5982,111909,428821,316912,73.9,Livrée,5
L05272,2022-02-08,E004,R010,V003,C0312,340,7.2,133.56,21.15,5,100170,9161,24290,9855,8825,152301,842824,690523,81.93,Livrée,5
L05273,2022-02-08,E006,R010,V006,C0002,340,7.65,134.02,14.3,117,100515,10725,15544,6038,9995,142817,394001,251184,63.75,Livrée,4
L05274,2022-02-08,E001,R011,V002,C0082,275,6.0,80.32,7.66,76,60240,8373,19659,7629,8192,104093,245400,141307,57.58,Livrée,5
L05275,2022-02-09,E004,R008,V004,C0350,235,4.1,46.1,3.21,102,34575,5666,8608,6678,5477,61004,63320,2316,3.66,Livrée,5
L05276,2022-02-09,E002,R002,V008,C0422,340,6.32,76.76,4.42,161,57570,10861,17423,9824,6818,102496,181429,78933,43.51,Livrée,5
L05277,2022-02-09,E003,R013,V002,C0440,420,7.94,108.33,10.35,186,81248,9666,23549,10574,6151,131188,372001,240813,64.73,Livrée,5
L05278,2022-02-09,E005,R012,V008,C0005,35,0.55,6.38,3.8,58,4785,0,1510,1026,6127,13448,10814,-2634,-24.36,En retard,2
L05279,2022-02-09,E005,R011,V004,C0174,275,6.1,52.75,2.81,91,39562,6093,14091,5716,11968,77430,88040,10610,12.05,Livrée,5
L05280,2022-02-09,E002,R008,V002,C0497,235,3.9,65.32,7.09,69,48990,7864,12344,5608,7203,82009,241695,159686,66.07,Livrée,5
L05281,2022-02-09,E006,R001,V008,C0139,420,6.99,94.18,4.63,87,70635,11211,14386,8478,9251,113961,188254,74293,39.46,Livrée,5
L05282,2022-02-10,E001,R015,V001,C0193,45,1.6,14.31,12.03,100,10732,0,3202,1090,6078,21102,73325,52223,71.22,Livrée,4
L05283,2022-02-10,E003,R001,V005,C0138,420,7.18,56.95,0.85,121,42712,11250,19919,12336,9724,95941,34188,-61753,-180.63,Livrée,4
L05284,2022-02-10,E004,R004,V005,C0297,275,6.02,32.07,0.79,136,24052,5519,16837,5157,5198,56763,23680,-33083,-139.71,Livrée,4
L05285,2022-02-10,E002,R007,V004,C0116,620,16.24,113.45,2.71,143,85088,14963,44835,16302,5075,166263,230483,64220,27.86,Livrée,5
L05286,2022-02-10,E003,R009,V001,C0044,120,1.82,47.58,13.0,168,35685,2654,5727,3576,11624,59266,197979,138713,70.06,Livrée,5
L05287,2022-02-10,E003,R005,V003,C0346,185,3.73,81.32,18.15,63,60990,5199,11538,3533,5522,86782,328886,242104,73.61,Annulée,1
L05288,2022-02-10,E006,R002,V001,C0289,340,6.65,117.03,12.65,160,87772,9335,21969,6000,9312,134388,525288,390900,74.42,Livrée,4
L05289,2022-02-11,E004,R012,V007,C0219,35,1.45,11.66,6.57,100,8745,0,4246,860,5984,19835,29562,9727,32.9,Livrée,5
L05290,2022-02-11,E003,R007,V004,C0056,620,16.05,106.35,2.08,38,79762,17249,45067,17828,7816,167722,129632,-38090,-29.38,Livrée,4
L05291,2022-02-11,E006,R011,V001,C0242,275,5.89,103.05,11.3,87,77288,8100,16032,7954,10722,120096,311226,191130,61.41,Livrée,5
L05292,2022-02-11,E001,R002,V003,C0396,340,7.26,138.95,21.86,165,104212,7675,14620,10173,6537,143217,717356,574139,80.04,Livrée,4
L05293,2022-02-11,E006,R009,V004,C0258,120,2.53,21.44,2.85,10,16080,4108,6359,2182,6027,34756,47609,12853,27.0,Livrée,5
L05294,2022-02-11,E001,R009,V005,C0001,120,2.7,15.89,1.11,169,11918,3120,7643,3023,9820,35524,18502,-17022,-92.0,Livrée,5
L05295,2022-02-12,E001,R003,V006,C0449,165,2.64,55.54,10.57,28,41655,5345,5520,2810,11483,66813,250511,183698,73.33,Livrée,4
L05296,2022-02-12,E003,R013,V001,C0377,420,7.07,146.03,15.72,25,109522,9252,23882,11099,6580,160335,770281,609946,79.18,Livrée,4
L05297,2022-02-12,E006,R008,V005,C0381,235,4.18,31.87,0.76,106,23902,6763,11520,5971,10488,58644,23986,-34658,-144.49,Livrée,5
L05298,2022-02-12,E001,R011,V005,C0289,275,5.03,36.25,0.79,175,27188,6317,11380,5319,5715,55919,21985,-33934,-154.35,Livrée,4
L05299,2022-02-12,E004,R004,V002,C0470,275,6.47,82.55,6.29,66,61912,9419,17050,7382,11563,107326,228012,120686,52.93,Livrée,5
L05300,2022-02-12,E003,R003,V003,C0460,165,3.46,65.22,17.25,184,48915,4094,11646,2992,11263,78910,402402,323492,80.39,Livrée,4
L05301,2022-02-12,E006,R001,V007,C0103,420,7.45,124.1,7.46,144,93075,11743,15607,11388,7047,138860,331983,193123,58.17,Livrée,5
L05302,2022-02-13,E006,R005,V006,C0292,185,3.34,63.64,14.08,96,47730,6156,9737,3424,5641,72688,378410,305722,80.79,Livrée,4
L05303,2022-02-13,E005,R013,V001,C0149,420,7.65,149.81,10.87,120,112358,13905,25190,10801,5711,167965,443663,275698,62.14,Livrée,5
L05304,2022-02-13,E006,R014,V005,C0084,165,3.13,20.64,0.94,14,15480,4239,7247,3758,8466,39190,14640,-24550,-167.69,Livrée,5
L05305,2022-02-13,E003,R011,V005,C0420,275,5.2,34.7,0.98,136,26025,7243,15499,7788,7160,63715,39466,-24249,-61.44,Livrée,5
L05306,2022-02-13,E004,R004,V007,C0026,275,6.4,81.14,9.46,191,60855,7400,17982,5167,10493,101897,245249,143352,58.45,Livrée,5
L05307,2022-02-13,E006,R001,V003,C0175,420,7.84,160.1,19.14,144,120075,13193,23007,10128,11127,177530,1006454,828924,82.36,Livrée,5
L05308,2022-02-13,E005,R010,V006,C0223,340,6.81,130.84,11.22,39,98130,6935,21512,6135,8917,141629,394425,252796,64.09,Livrée,5
L05309,2022-02-14,E003,R008,V008,C0129,235,3.49,52.67,4.29,98,39502,6247,10231,6647,10290,72917,129158,56241,43.54,Livrée,4
L05310,2022-02-14,E001,R008,V006,C0422,235,4.34,77.95,10.92,160,58462,8153,10148,4797,5982,87542,228337,140795,61.66,Livrée,5
L05311,2022-02-14,E002,R013,V007,C0142,420,7.06,130.77,9.7,138,98078,12456,21795,10879,5021,148229,343633,195404,56.86,Livrée,5
L05312,2022-02-14,E002,R008,V005,C0346,235,3.7,28.83,0.78,124,21622,4742,7927,3824,5872,43987,16956,-27031,-159.42,Livrée,4
L05313,2022-02-14,E001,R003,V005,C0302,165,3.29,18.14,0.98,103,13605,5507,8646,2923,10451,41132,21346,-19786,-92.69,Livrée,5
L05314,2022-02-14,E006,R006,V005,C0298,195,4.85,25.23,1.05,162,18922,4576,13874,3475,11058,51905,30310,-21595,-71.25,En retard,3
L05315,2022-02-14,E002,R012,V005,C0135,35,1.5,4.06,1.18,156,3045,0,3809,558,9519,16931,6040,-10891,-180.31,Livrée,5
L05316,2022-02-15,E002,R012,V008,C0055,35,1.04,7.47,4.2,45,5602,0,2775,1008,5365,14750,16857,2107,12.5,Livrée,5
L05317,2022-02-15,E001,R007,V002,C0056,620,16.35,175.8,6.67,120,131850,18936,50424,11726,11305,224241,599759,375518,62.61,Livrée,5
L05318,2022-02-15,E006,R009,V002,C0374,120,1.87,31.86,11.01,67,23895,2821,6272,2566,6651,42205,172605,130400,75.55,Livrée,5
L05319,2022-02-15,E006,R005,V007,C0076,185,2.86,57.39,7.22,16,43042,6214,6153,3681,11808,70898,112004,41106,36.7,Livrée,5
L05320,2022-02-15,E001,R009,V006,C0319,120,1.9,41.91,17.79,190,31432,3897,5986,2360,7414,51089,316200,265111,83.84,Livrée,5
L05321,2022-02-15,E006,R006,V004,C0408,195,3.86,40.1,2.67,75,30075,6073,11838,5258,9189,62433,47146,-15287,-32.42,Livrée,5
L05322,2022-02-15,E006,R010,V008,C0339,340,7.62,68.03,3.68,67,51022,11303,18869,9918,5273,96385,125882,29497,23.43,Livrée,5
L05323,2022-02-16,E003,R010,V008,C0457,340,6.89,77.33,3.83,134,57998,10433,18357,8299,5462,100549,113853,13304,11.69,Livrée,5
L05324,2022-02-16,E003,R010,V001,C0355,340,7.02,128.63,10.11,168,96472,9094,16508,6621,10168,138863,415081,276218,66.55,Livrée,5
L05325,2022-02-16,E001,R004,V003,C0132,275,5.33,127.18,14.79,182,95385,5922,11986,5300,7459,126052,333118,207066,62.16,Livrée,5
L05326,2022-02-16,E004,R013,V004,C0493,420,7.75,83.08,3.09,41,62310,9163,23247,8684,10747,114151,147307,33156,22.51,Livrée,5
L05327,2022-02-16,E002,R001,V002,C0042,420,6.88,113.85,8.0,138,85388,13807,14097,7953,6562,127807,393988,266181,67.56,Livrée,4
L05328,2022-02-16,E003,R001,V002,C0352,420,7.72,110.54,6.77,36,82905,9081,18928,11514,8792,131220,406262,275042,67.7,Livrée,5
L05329,2022-02-16,E002,R014,V002,C0110,165,3.29,51.52,9.1,179,38640,4395,10484,3539,9840,66898,154285,87387,56.64,Livrée,5
L05330,2022-02-17,E005,R010,V004,C0070,340,7.56,64.38,2.46,48,48285,9147,15681,9382,11370,93865,104802,10937,10.44,Livrée,5
L05331,2022-02-17,E001,R005,V008,C0284,185,3.02,39.59,4.58,34,29693,5959,6751,5401,8865,56669,94947,38278,40.32,Livrée,5
L05332,2022-02-17,E004,R013,V002,C0126,420,7.9,130.81,10.28,81,98108,13404,19191,8436,6815,145954,641199,495245,77.24,Livrée,5
L05333,2022-02-17,E005,R014,V004,C0348,165,3.64,32.54,3.17,57,24405,4744,11967,4825,11030,56971,60548,3577,5.91,Livrée,5
L05334,2022-02-17,E005,R003,V002,C0296,165,3.21,52.24,7.99,154,39180,4031,9017,3870,7517,63615,191248,127633,66.74,Livrée,5
L05335,2022-02-17,E006,R005,V005,C0179,185,3.71,25.52,0.77,191,19140,3929,11046,4318,9272,47705,12248,-35457,-289.49,Livrée,5
L05336,2022-02-17,E005,R005,V008,C0413,185,3.68,39.51,4.59,66,29632,3871,8186,3660,9929,55278,99172,43894,44.26,Livrée,5
